#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 8.55E-6 -5.95E-9  4.97     3.07     5.      -7.72E-6 -5.95E-9  5.       4.97    
 8.56E-6  5.95E-9  4.98     3.14     5.       21.9E-6  5.95E-9  5.       4.98    
 8.57E-6 -5.95E-9  4.98     3.17     5.      -6.98E-6 -5.95E-9  5.       4.98    
 8.57E-6  5.95E-9  4.99     3.19     5.       12.1E-6  5.95E-9  5.       4.99    
 8.59E-6 -5.95E-9  4.99     3.23     5.      -8.58E-6 -5.95E-9  5.       4.99    
 8.6E-6   5.95E-9  4.99     3.25     5.       14.8E-6  5.95E-9  5.       4.99    
 8.64E-6 -5.95E-9  5.       3.3      5.      -13.6E-6 -5.95E-9  5.       5.      
 8.66E-6  5.95E-9  5.       3.32     5.       14.1E-6  5.95E-9  5.       5.      
 8.68E-6 -5.95E-9  5.       3.34     5.      -11.8E-6 -5.95E-9  5.       5.      
 8.74E-6  5.95E-9  5.       3.36     5.       12.1E-6  5.95E-9  5.       5.      
 8.78E-6 -5.95E-9  5.       3.37     5.      -11.E-6  -5.95E-9  5.       5.      
 8.87E-6  5.95E-9  5.       3.39     5.       11.E-6   5.95E-9  5.       5.      
 8.95E-6 -5.95E-9  5.       3.41     5.      -10.5E-6 -5.95E-9  5.       5.      
 9.E-6    5.96E-9  5.       3.41     5.       9.91E-6  5.96E-9  5.       5.      
 9.E-6    2.5      4.97     3.36     4.75    -0.00326  2.5      4.75     4.97    
 9.E-6    5.       4.42     2.66     1.4      3.24     5.       1.4      4.42    
 9.E-6    5.       4.21     2.42    -0.253    5.09     5.      -0.253    4.21    
 9.E-6    5.       4.32     2.56     0.152    4.96     5.       0.152    4.32    
 9.E-6    5.       4.33     2.59     0.136    4.93     5.       0.136    4.33    
 9.E-6    5.       4.34     2.61     0.128    4.93     5.       0.128    4.34    
 9.E-6    5.       4.35     2.62     0.122    4.93     5.       0.122    4.35    
 9.E-6    5.       4.36     2.63     0.115    4.93     5.       0.115    4.36    
 9.E-6    5.       4.39     2.69     0.0862   4.96     5.       0.0862   4.39    
 9.E-6    5.       4.42     2.74     0.0626   4.96     5.       0.0626   4.42    
 9.E-6    5.       4.43     2.78     0.051    4.97     5.       0.051    4.43    
 9.E-6    5.       4.41     2.83     0.0287   4.99     5.       0.0287   4.41    
 9.E-6    5.       4.36     2.85     0.0223   4.99     5.       0.0223   4.36    
 9.E-6    5.       4.28     2.85     0.0162   5.       5.       0.0162   4.28    
 9.E-6    5.       4.04     2.83     0.0108   5.       5.       0.0108   4.04    
 9.E-6    5.       3.74     2.81     0.00735  5.       5.       0.00735  3.74    
 9.E-6    5.       3.39     2.85     0.0072   5.       5.       0.0072   3.39    
 9.E-6    5.       3.04     2.95     0.00654  5.       5.       0.00654  3.04    
 9.E-6    5.       2.71     3.17     0.0127   5.       5.       0.0127   2.71    
 9.E-6    5.       2.44     3.46    -798.E-6  5.       5.      -798.E-6  2.44    
 9.E-6    5.       2.42     3.47    -871.E-6  5.       5.      -871.E-6  2.42    
 9.E-6    5.       2.4      3.49    -314.E-6  5.       5.      -314.E-6  2.4     
 9.E-6    5.       2.39     3.51    -132.E-6  5.       5.      -132.E-6  2.39    
 9.E-6    5.       2.38     3.52     57.4E-6  5.       5.       57.4E-6  2.38    
 9.E-6    5.       2.36     3.53     191.E-6  5.       5.       191.E-6  2.36    
 9.E-6    5.       2.33     3.57     377.E-6  5.       5.       377.E-6  2.33    
 9.01E-6  5.       2.3      3.6      522.E-6  5.       5.       522.E-6  2.3     
 9.01E-6  5.       2.27     3.64     515.E-6  5.       5.       515.E-6  2.27    
 9.01E-6  5.       2.24     3.67     644.E-6  5.       5.       644.E-6  2.24    
 9.01E-6  5.       2.21     3.7      758.E-6  5.       5.       758.E-6  2.21    
 9.01E-6  5.       2.19     3.74     807.E-6  5.       5.       807.E-6  2.19    
 9.01E-6  5.       2.16     3.77     678.E-6  5.       5.       678.E-6  2.16    
 9.01E-6  5.       2.13     3.8      550.E-6  5.       5.       550.E-6  2.13    
 9.01E-6  5.       2.09     3.85     683.E-6  5.       5.       683.E-6  2.09    
 9.01E-6  5.       2.05     3.91     701.E-6  5.       5.       701.E-6  2.05    
 9.01E-6  5.       2.01     3.96     660.E-6  5.       5.       660.E-6  2.01    
 9.01E-6  5.       1.93     4.07     767.E-6  5.       5.       767.E-6  1.93    
 9.01E-6  5.       1.85     4.18     623.E-6  5.       5.       623.E-6  1.85    
 9.01E-6  5.       1.63     4.46     707.E-6  5.       5.       707.E-6  1.63    
 9.01E-6  5.       1.4      4.66     685.E-6  5.       5.       685.E-6  1.4     
 9.01E-6  5.       1.18     4.77     648.E-6  5.       5.       648.E-6  1.18    
 9.01E-6  5.       0.895    4.9      491.E-6  5.       5.       491.E-6  0.895   
 9.01E-6  5.       0.724    4.95     375.E-6  5.       5.       375.E-6  0.724   
 9.01E-6  5.       0.58     4.96     334.E-6  5.       5.       334.E-6  0.58    
 9.01E-6  5.       0.464    4.97     329.E-6  5.       5.       329.E-6  0.464   
 9.01E-6  5.       0.371    4.96     194.E-6  5.       5.       194.E-6  0.371   
 9.01E-6  5.       0.299    4.95     239.E-6  5.       5.       239.E-6  0.299   
 9.01E-6  5.       0.243    4.93     193.E-6  5.       5.       193.E-6  0.243   
 9.02E-6  5.       0.201    4.92     193.E-6  5.       5.       193.E-6  0.201   
 9.02E-6  5.       0.169    4.91     99.4E-6  5.       5.       99.4E-6  0.169   
 9.02E-6  5.       0.145    4.89     190.E-6  5.       5.       190.E-6  0.145   
 9.02E-6  5.       0.126    4.88     39.6E-6  5.       5.       39.6E-6  0.126   
 9.02E-6  5.       0.114    4.86     131.E-6  5.       5.       131.E-6  0.114   
 9.02E-6  5.       0.102    4.85     91.4E-6  5.       5.       91.4E-6  0.102   
 9.02E-6  5.       0.0942   4.84     107.E-6  5.       5.       107.E-6  0.0942  
 9.02E-6  5.       0.0868   4.83     81.6E-6  5.       5.       81.6E-6  0.0868  
 9.02E-6  5.       0.0822   4.82     33.7E-6  5.       5.       33.7E-6  0.0822  
 9.02E-6  5.       0.0821   4.81     112.E-6  5.       5.       112.E-6  0.0821  
 9.02E-6  5.       0.0785   4.8      38.3E-6  5.       5.       38.3E-6  0.0785  
 9.03E-6  5.       0.0788   4.79     42.6E-6  5.       5.       42.6E-6  0.0788  
 9.03E-6  5.       0.0758   4.78     71.7E-6  5.       5.       71.7E-6  0.0758  
 9.03E-6  5.       0.0765   4.77     53.4E-6  5.       5.       53.4E-6  0.0765  
 9.03E-6  5.       0.0735   4.76     6.33E-6  5.       5.       6.33E-6  0.0735  
 9.03E-6  5.       0.0747   4.75     41.7E-6  5.       5.       41.7E-6  0.0747  
 9.03E-6  5.       0.0727   4.75     36.1E-6  5.       5.       36.1E-6  0.0727  
 9.03E-6  5.       0.0739   4.74     41.7E-6  5.       5.       41.7E-6  0.0739  
 9.03E-6  5.       0.073    4.73    -3.59E-6  5.       5.      -3.59E-6  0.073   
 9.04E-6  5.       0.0752   4.72     31.8E-6  5.       5.       31.8E-6  0.0752  
 9.04E-6  5.       0.0751   4.7      10.9E-6  5.       5.       10.9E-6  0.0751  
 9.05E-6  5.       0.0795   4.68     6.78E-6  5.       5.       6.78E-6  0.0795  
 9.06E-6  5.       0.0795   4.66     4.41E-6  5.       5.       4.41E-6  0.0795  
 9.07E-6  5.       0.0838   4.65     11.2E-6  5.       5.       11.2E-6  0.0838  
 9.07E-6  5.       0.0831   4.64     611.E-9  5.       5.       611.E-9  0.0831  
 9.08E-6  5.       0.0874   4.63     2.64E-6  5.       5.       2.64E-6  0.0874  
 9.1E-6   5.       0.0865   4.63    -755.E-9  5.       5.      -755.E-9  0.0865  
 9.11E-6  5.       0.0903   4.62     7.06E-6  5.       5.       7.06E-6  0.0903  
 9.12E-6  5.       0.0888   4.61    -6.96E-6  5.       5.      -6.96E-6  0.0888  
 9.13E-6  5.       0.0923   4.61     11.8E-6  5.       5.       11.8E-6  0.0923  
 9.14E-6  5.       0.0903   4.61    -7.92E-6  5.       5.      -7.92E-6  0.0903  
 9.16E-6  5.       0.0934   4.6      7.42E-6  5.       5.       7.42E-6  0.0934  
 9.17E-6  5.       0.0918   4.6     -4.13E-6  5.       5.      -4.13E-6  0.0918  
 9.18E-6  5.       0.0943   4.6      9.43E-6  5.       5.       9.43E-6  0.0943  
 9.19E-6  5.       0.0927   4.6     -11.6E-6  5.       5.      -11.6E-6  0.0927  
 9.2E-6   5.       0.0957   4.6      14.9E-6  5.       5.       14.9E-6  0.0957  
 9.22E-6  5.       0.0929   4.59    -12.1E-6  5.       5.      -12.1E-6  0.0929  
 9.23E-6  5.       0.097    4.59     10.6E-6  5.       5.       10.6E-6  0.097   
 9.24E-6  5.       0.0933   4.59    -10.7E-6  5.       5.      -10.7E-6  0.0933  
 9.25E-6  5.       0.0981   4.59     15.2E-6  5.       5.       15.2E-6  0.0981  
 9.26E-6  5.       0.0938   4.59    -17.3E-6  5.       5.      -17.3E-6  0.0938  
 9.27E-6  5.       0.0988   4.59     15.6E-6  5.       5.       15.6E-6  0.0988  
 9.29E-6  5.       0.0947   4.59    -13.2E-6  5.       5.      -13.2E-6  0.0947  
 9.3E-6   5.       0.0989   4.59     10.3E-6  5.       5.       10.3E-6  0.0989  
 9.31E-6  5.       0.0933   4.59    -6.98E-6  5.       5.      -6.98E-6  0.0933  
 9.32E-6  5.       0.0988   4.58     10.9E-6  5.       5.       10.9E-6  0.0988  
 9.34E-6  5.       0.095    4.58    -10.6E-6  5.       5.      -10.6E-6  0.095   
 9.36E-6  5.       0.0993   4.58     12.5E-6  5.       5.       12.5E-6  0.0993  
 9.38E-6  5.       0.0951   4.58    -10.2E-6  5.       5.      -10.2E-6  0.0951  
 9.4E-6   5.       0.1      4.58     8.38E-6  5.       5.       8.38E-6  0.1     
 9.42E-6  5.       0.0959   4.58    -6.82E-6  5.       5.      -6.82E-6  0.0959  
 9.44E-6  5.       0.1      4.58     7.98E-6  5.       5.       7.98E-6  0.1     
 9.46E-6  5.       0.0954   4.58    -5.77E-6  5.       5.      -5.77E-6  0.0954  
 9.48E-6  5.       0.1      4.58     5.4E-6   5.       5.       5.4E-6   0.1     
 9.5E-6   5.       0.0966   4.58    -5.67E-6  5.       5.      -5.67E-6  0.0966  
 9.5E-6   2.5      0.14     4.61     0.777    5.01     2.5      0.777    0.14    
 9.5E-6   1.25     0.0315   4.52     3.23     4.37     1.25     3.23     0.0315  
 9.5E-6   7.87E-9 -0.333    4.25     4.93     1.53     7.87E-9  4.93    -0.333   
 9.5E-6  -8.E-9   -0.375    4.22     4.92     1.3     -8.E-9    4.92    -0.375   
 9.5E-6   7.89E-9 -0.398    4.2      4.91     1.18     7.89E-9  4.91    -0.398   
 9.5E-6  -7.99E-9 -0.414    4.19     4.91     1.09    -7.99E-9  4.91    -0.414   
 9.5E-6   7.85E-9 -0.426    4.18     4.91     1.01     7.85E-9  4.91    -0.426   
 9.5E-6  -7.93E-9 -0.457    4.15     4.9      0.849   -7.93E-9  4.9     -0.457   
 9.5E-6   7.85E-9 -0.485    4.13     4.9      0.694    7.85E-9  4.9     -0.485   
 9.5E-6  -7.94E-9 -0.504    4.12     4.9      0.598   -7.94E-9  4.9     -0.504   
 9.5E-6   7.94E-9 -0.525    4.1      4.89     0.522    7.94E-9  4.89    -0.525   
 9.5E-6  -7.94E-9 -0.546    4.09     4.89     0.459   -7.94E-9  4.89    -0.546   
 9.5E-6   7.95E-9 -0.566    4.07     4.89     0.412    7.95E-9  4.89    -0.566   
 9.5E-6  -7.93E-9 -0.578    4.06     4.89     0.386   -7.93E-9  4.89    -0.578   
 9.5E-6   7.96E-9 -0.591    4.05     4.89     0.37     7.96E-9  4.89    -0.591   
 9.5E-6  -7.92E-9 -0.603    4.04     4.89     0.347   -7.92E-9  4.89    -0.603   
 9.5E-6   7.94E-9 -0.624    4.02     4.9      0.333    7.94E-9  4.9     -0.624   
 9.5E-6  -7.92E-9 -0.638    4.01     4.9      0.319   -7.92E-9  4.9     -0.638   
 9.5E-6   7.95E-9 -0.651    4.       4.9      0.302    7.95E-9  4.9     -0.651   
 9.5E-6  -7.93E-9 -0.662    3.99     4.9      0.296   -7.93E-9  4.9     -0.662   
 9.5E-6   7.98E-9 -0.672    3.98     4.9      0.291    7.98E-9  4.9     -0.672   
 9.5E-6  -7.99E-9 -0.681    3.97     4.9      0.285   -7.99E-9  4.9     -0.681   
 9.5E-6   8.01E-9 -0.689    3.97     4.9      0.282    8.01E-9  4.9     -0.689   
 9.5E-6  -7.99E-9 -0.699    3.96     4.9      0.278   -7.99E-9  4.9     -0.699   
 9.5E-6   8.E-9   -0.707    3.95     4.9      0.277    8.E-9    4.9     -0.707   
 9.5E-6  -7.95E-9 -0.723    3.94     4.9      0.272   -7.95E-9  4.9     -0.723   
 9.5E-6   7.95E-9 -0.731    3.93     4.91     0.27     7.95E-9  4.91    -0.731   
 9.5E-6  -7.93E-9 -0.754    3.91     4.91     0.262   -7.93E-9  4.91    -0.754   
 9.5E-6   7.96E-9 -0.777    3.9      4.91     0.254    7.96E-9  4.91    -0.777   
 9.5E-6  -7.94E-9 -0.798    3.88     4.91     0.249   -7.94E-9  4.91    -0.798   
 9.5E-6   7.98E-9 -0.845    3.85     4.91     0.236    7.98E-9  4.91    -0.845   
 9.5E-6  -7.97E-9 -0.886    3.82     4.92     0.227   -7.97E-9  4.92    -0.886   
 9.5E-6   7.98E-9 -0.963    3.77     4.92     0.207    7.98E-9  4.92    -0.963   
 9.5E-6  -7.96E-9 -1.11     3.67     4.92     0.174   -7.96E-9  4.92    -1.11    
 9.5E-6   7.98E-9 -1.28     3.59     4.94     0.137    7.98E-9  4.94    -1.28    
 9.5E-6  -7.97E-9 -1.46     3.55     4.96     0.0921  -7.97E-9  4.96    -1.46    
 9.5E-6   7.97E-9 -1.6      3.68     4.98     0.046    7.97E-9  4.98    -1.6     
 9.5E-6  -7.97E-9 -1.57     3.92     4.99     0.0273  -7.97E-9  4.99    -1.57    
 9.5E-6   7.97E-9 -1.49     4.12     5.       0.0186   7.97E-9  5.      -1.49    
 9.5E-6  -7.97E-9 -1.42     4.28     5.       0.0134  -7.97E-9  5.      -1.42    
 9.5E-6   7.97E-9 -1.31     4.44     5.       0.00899  7.97E-9  5.      -1.31    
 9.5E-6  -7.97E-9 -1.24     4.52     5.       0.007   -7.97E-9  5.      -1.24    
 9.5E-6   7.97E-9 -1.19     4.55     5.       0.00711  7.97E-9  5.      -1.19    
 9.5E-6  -7.97E-9 -1.08     4.57     5.       0.0142  -7.97E-9  5.      -1.08    
 9.51E-6  7.97E-9 -0.84     4.59     5.      -0.00173  7.97E-9  5.      -0.84    
 9.51E-6 -7.97E-9 -0.83     4.59     5.      -0.00109 -7.97E-9  5.      -0.83    
 9.51E-6  7.97E-9 -0.82     4.59     5.      -433.E-6  7.97E-9  5.      -0.82    
 9.51E-6 -7.97E-9 -0.812    4.59     5.      -165.E-6 -7.97E-9  5.      -0.812   
 9.51E-6  7.96E-9 -0.804    4.59     5.       9.17E-6  7.96E-9  5.      -0.804   
 9.51E-6 -7.96E-9 -0.796    4.59     5.       199.E-6 -7.96E-9  5.      -0.796   
 9.51E-6  7.97E-9 -0.781    4.59     5.       506.E-6  7.97E-9  5.      -0.781   
 9.51E-6 -7.96E-9 -0.764    4.58     5.       634.E-6 -7.96E-9  5.      -0.764   
 9.51E-6  7.96E-9 -0.733    4.58     5.       548.E-6  7.96E-9  5.      -0.733   
 9.51E-6 -7.96E-9 -0.712    4.58     5.       473.E-6 -7.96E-9  5.      -0.712   
 9.51E-6  7.97E-9 -0.693    4.58     5.       573.E-6  7.97E-9  5.      -0.693   
 9.51E-6 -7.96E-9 -0.671    4.57     5.       622.E-6 -7.96E-9  5.      -0.671   
 9.51E-6  7.96E-9 -0.649    4.57     5.       615.E-6  7.96E-9  5.      -0.649   
 9.51E-6 -7.96E-9 -0.626    4.57     5.       658.E-6 -7.96E-9  5.      -0.626   
 9.51E-6  7.96E-9 -0.586    4.57     5.       579.E-6  7.96E-9  5.      -0.586   
 9.51E-6 -7.96E-9 -0.544    4.56     5.       693.E-6 -7.96E-9  5.      -0.544   
 9.51E-6  7.96E-9 -0.471    4.55     5.       746.E-6  7.96E-9  5.      -0.471   
 9.51E-6 -7.96E-9 -0.398    4.54     5.       614.E-6 -7.96E-9  5.      -0.398   
 9.51E-6  7.96E-9 -0.261    4.53     5.       650.E-6  7.96E-9  5.      -0.261   
 9.51E-6 -7.96E-9 -0.123    4.51     5.       712.E-6 -7.96E-9  5.      -0.123   
 9.51E-6  7.96E-9  0.0159   4.5      5.       642.E-6  7.96E-9  5.       0.0159  
 9.51E-6 -7.96E-9  0.255    4.47     5.       730.E-6 -7.96E-9  5.       0.255   
 9.51E-6  7.96E-9  0.492    4.46     5.       573.E-6  7.96E-9  5.       0.492   
 9.51E-6 -7.96E-9  0.716    4.45     5.       564.E-6 -7.96E-9  5.       0.716   
 9.51E-6  7.96E-9  1.02     4.47     5.       490.E-6  7.96E-9  5.       1.02    
 9.51E-6 -7.96E-9  1.22     4.48     5.       394.E-6 -7.96E-9  5.       1.22    
 9.51E-6  7.96E-9  1.39     4.5      5.       335.E-6  7.96E-9  5.       1.39    
 9.51E-6 -7.96E-9  1.53     4.53     5.       343.E-6 -7.96E-9  5.       1.53    
 9.51E-6  7.96E-9  1.75     4.57     5.       244.E-6  7.96E-9  5.       1.75    
 9.51E-6 -7.96E-9  1.93     4.62     5.       198.E-6 -7.96E-9  5.       1.93    
 9.52E-6  7.96E-9  2.07     4.66     5.       166.E-6  7.96E-9  5.       2.07    
 9.52E-6 -7.96E-9  2.2      4.7      5.       168.E-6 -7.96E-9  5.       2.2     
 9.52E-6  7.96E-9  2.3      4.73     5.       87.5E-6  7.96E-9  5.       2.3     
 9.52E-6 -7.96E-9  2.39     4.76     5.       118.E-6 -7.96E-9  5.       2.39    
 9.52E-6  7.96E-9  2.47     4.79     5.       97.E-6   7.96E-9  5.       2.47    
 9.52E-6 -7.96E-9  2.54     4.81     5.       90.2E-6 -7.96E-9  5.       2.54    
 9.52E-6  7.96E-9  2.59     4.83     5.       42.9E-6  7.96E-9  5.       2.59    
 9.52E-6 -7.96E-9  2.67     4.86     5.       65.4E-6 -7.96E-9  5.       2.67    
 9.53E-6  7.96E-9  2.73     4.88     5.       50.3E-6  7.96E-9  5.       2.73    
 9.53E-6 -7.96E-9  2.78     4.89     5.       48.4E-6 -7.96E-9  5.       2.78    
 9.53E-6  7.96E-9  2.85     4.91     5.       10.E-6   7.96E-9  5.       2.85    
 9.53E-6 -7.96E-9  2.91     4.93     5.       36.5E-6 -7.96E-9  5.       2.91    
 9.54E-6  7.96E-9  2.95     4.94     5.       15.8E-6  7.96E-9  5.       2.95    
 9.54E-6 -7.96E-9  2.99     4.95     5.       28.9E-6 -7.96E-9  5.       2.99    
 9.54E-6  7.96E-9  3.02     4.96     5.      -5.21E-6  7.96E-9  5.       3.02    
 9.54E-6 -7.96E-9  3.04     4.96     5.       22.5E-6 -7.96E-9  5.       3.04    
 9.55E-6  7.96E-9  3.07     4.97     5.       8.23E-6  7.96E-9  5.       3.07    
 9.55E-6 -7.96E-9  3.09     4.97     5.       3.71E-6 -7.96E-9  5.       3.09    
 9.55E-6  7.96E-9  3.11     4.97     5.       4.83E-6  7.96E-9  5.       3.11    
 9.56E-6 -7.96E-9  3.13     4.98     5.       17.6E-6 -7.96E-9  5.       3.13    
 9.56E-6  7.96E-9  3.15     4.98     5.      -10.1E-6  7.96E-9  5.       3.15    
 9.57E-6 -7.96E-9  3.17     4.98     5.       15.E-6  -7.96E-9  5.       3.17    
 9.57E-6  7.96E-9  3.18     4.98     5.      -465.E-9  7.96E-9  5.       3.18    
 9.57E-6 -7.96E-9  3.2      4.99     5.       3.61E-6 -7.96E-9  5.       3.2     
 9.58E-6  7.96E-9  3.21     4.99     5.      -2.59E-6  7.96E-9  5.       3.21    
 9.58E-6 -7.96E-9  3.22     4.99     5.       14.3E-6 -7.96E-9  5.       3.22    
 9.59E-6  7.96E-9  3.23     4.99     5.      -3.5E-6   7.96E-9  5.       3.23    
 9.59E-6 -7.96E-9  3.24     4.99     5.       3.9E-6  -7.96E-9  5.       3.24    
 9.59E-6  7.96E-9  3.25     4.99     5.       4.94E-6  7.96E-9  5.       3.25    
 9.6E-6  -7.96E-9  3.25     4.99     5.      -4.78E-6 -7.96E-9  5.       3.25    
 9.6E-6   7.96E-9  3.26     4.99     5.       1.6E-6   7.96E-9  5.       3.26    
 9.61E-6 -7.96E-9  3.27     4.99     5.       12.6E-6 -7.96E-9  5.       3.27    
 9.61E-6  7.96E-9  3.27     4.99     5.      -6.13E-6  7.96E-9  5.       3.27    
 9.62E-6 -7.96E-9  3.28     4.99     5.       4.33E-6 -7.96E-9  5.       3.28    
 9.62E-6  7.96E-9  3.28     4.99     5.       1.93E-6  7.96E-9  5.       3.28    
 9.62E-6 -7.96E-9  3.29     4.99     5.       10.1E-6 -7.96E-9  5.       3.29    
 9.63E-6  7.96E-9  3.29     5.       5.      -14.5E-6  7.96E-9  5.       3.29    
 9.63E-6 -7.96E-9  3.29     4.99     5.       10.4E-6 -7.96E-9  5.       3.29    
 9.64E-6  7.96E-9  3.3      5.       5.      -245.E-9  7.96E-9  5.       3.3     
 9.64E-6 -7.96E-9  3.3      5.       5.      -2.48E-9 -7.96E-9  5.       3.3     
 9.64E-6  7.96E-9  3.3      5.       5.       5.26E-6  7.96E-9  5.       3.3     
 9.65E-6 -7.96E-9  3.31     5.       5.       1.7E-6  -7.96E-9  5.       3.31    
 9.65E-6  7.96E-9  3.31     5.       5.      -3.58E-6  7.96E-9  5.       3.31    
 9.66E-6 -7.96E-9  3.31     5.       5.       13.1E-6 -7.96E-9  5.       3.31    
 9.66E-6  7.96E-9  3.31     5.       5.      -8.81E-6  7.96E-9  5.       3.31    
 9.67E-6 -7.96E-9  3.32     5.       5.       7.5E-6  -7.96E-9  5.       3.32    
 9.68E-6  7.96E-9  3.32     5.       5.      -11.2E-6  7.96E-9  5.       3.32    
 9.68E-6 -7.96E-9  3.33     5.       5.       8.6E-6  -7.96E-9  5.       3.33    
 9.69E-6  7.96E-9  3.33     5.       5.      -4.41E-6  7.96E-9  5.       3.33    
 9.7E-6  -7.96E-9  3.33     5.       5.       1.7E-6  -7.96E-9  5.       3.33    
 9.7E-6   7.96E-9  3.33     5.       5.      -3.17E-6  7.96E-9  5.       3.33    
 9.71E-6 -7.96E-9  3.34     5.       5.       10.1E-6 -7.96E-9  5.       3.34    
 9.72E-6  7.96E-9  3.34     5.       5.      -7.31E-6  7.96E-9  5.       3.34    
 9.75E-6 -7.96E-9  3.35     5.       5.       7.32E-6 -7.96E-9  5.       3.35    
 9.76E-6  7.96E-9  3.36     5.       5.      -5.59E-6  7.96E-9  5.       3.36    
 9.77E-6 -7.96E-9  3.36     5.       5.       4.14E-6 -7.96E-9  5.       3.36    
 9.79E-6  7.96E-9  3.37     5.       5.      -4.36E-6  7.96E-9  5.       3.37    
 9.81E-6 -7.96E-9  3.37     5.       5.       4.7E-6  -7.96E-9  5.       3.37    
 9.83E-6  7.96E-9  3.38     5.       5.      -3.44E-6  7.96E-9  5.       3.38    
 9.85E-6 -7.96E-9  3.38     5.       5.       2.82E-6 -7.96E-9  5.       3.38    
 9.87E-6  7.96E-9  3.39     5.       5.      -1.76E-6  7.96E-9  5.       3.39    
 9.89E-6 -7.96E-9  3.39     5.       5.       2.91E-6 -7.96E-9  5.       3.39    
